policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211001444,CHN,Annual,"Hong Kong - Tax Incentives for Environmentally Friendly Commercial Vehicles China (2008)","Hong Kong - Tax Incentives for Environmentally Friendly Commercial Vehicles","Subnational region",,China,,,"Tax relief, Policy support, Codes and standards, Obligation schemes","Transport, Light-duty vehicles, Heavy-duty vehicles","As of 1 April 2008, Hong Kongs Environmental Protection Department (EPD) has implemented an incentive scheme to encourage investment in environmentally friendly commercial vehicles meeting Euro V emission standards for heavy-duty and light-duty diesel vehicles.
Owners of such vehicles are offered a reduction in their First Registration Tax (FRT).
Under the tax concession scheme commercial vehicles include taxis, light-, medium- and heavy-goods vehicles, public and private light buses, public and private non-franchised buses and special purposes vehicles. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency, Other low-carbon technologies and fuel switch",,"In force",2008,,,Unknown,"Mitigation, Air pollution",http://www.epd.gov.hk/epd/english/environmentinhk/air/prob_solutions/environment_friendly_commercial_vehicles.html,,,,,,
211001445,AUS,Annual,"Household and Small Business Climate Action Initiative Australia (2007)","Household and Small Business Climate Action Initiative",Country,,Australia,,,"Information provision",Buildings,,"Energy efficiency, Renewables",,Ended,2007,,2009,Unknown,Mitigation,https://www.iea.org/policies/2228-household-and-small-business-climate-action-initiative?country=Germany%2CAustralia%2CSpain%2CIndia&page=5&sector=Multi-sector&year=desc,,,,,,
211001446,JPN,Annual,"Housing energy saving label Japan (2000)","Housing energy saving label",Country,,Japan,,,"Information provision, Performance label","Buildings, Appliances, Heating and cooling, Hot water and cooking",,"Energy efficiency",,"In force",2000,,,Unknown,Mitigation,http://www.mlit.go.jp/jutakukentiku/house/jutakukentiku_house_tk4_000010.html,,,,,,
211001447,USA,Annual,"Hydrodynamic Testing Facilities Database United States of America (2009)","Hydrodynamic Testing Facilities Database",Country,,"United States of America",,,"Information and education, Information provision","Electricity and heat, Renewables",,Renewables,,"In force",2009,,,Unknown,Mitigation,http://www.eere.energy.gov/windandhydro/hydrodynamic/,,,,,,
211001448,USA,Annual,"Hydroelectric Production Incentive Program United States of America (2016)","Hydroelectric Production Incentive Program",Country,,"United States of America",,,"Fiscal or financial incentives, Feed-in tariffs or premiums","Electricity and heat, Renewables","Supports the expansion of hydropower energy development at existing dams through an incentive payment procedure. Qualified hydroelectric facilities–existing powered or non-powered dams and conduits that added a new turbine or other hydroelectric generating device–may receive up to 1.8 cents per kilowatt hour, indexed for inflation (approximately 2.3 cents per kilowatt hour today) with maximum payments of $750,000 per year for hydroelectric energy generated by the facility during the incentive period. (See reference below for details.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2016,,,Unknown,Mitigation,https://www.iea.org/policies/6251-hydroelectric-production-incentive-program?country=United%20States&page=2&qs=united,,,,,,
211001449,FRA,Sporadic,"Hydrogen Deployment Plan for the Energy Transition France (2018)","Hydrogen Deployment Plan for the Energy Transition",Country,,France,,,"Research programme, Technology development, Technology deployment and diffusion","Electricity and heat, CCS, Gas, Renewables, Transport","This Plan sets the government's vision on how to fastrack the development and deployment of hydrogen in France. The plan targets energy storage, electricity generation in transport, gas networks and CO2 storage.","Renewables, Other low-carbon technologies and fuel switch",,"In force",2018,,,Unknown,Mitigation,https://climate-laws.org/document/hydrogen-deployment-plan-for-the-energy-transition_0bcb,,,,,,
211001450,USA,Annual,"Hydrogen Program United States of America (2004)","Hydrogen Program",Country,,"United States of America",,,"Advice or aid in implementation, Information provision, Research & Development and Deployment (RD&D), Demonstration project, Research programme, Technology deployment and diffusion, Technology development","Electricity and heat, Renewables",,"Renewables, Other low-carbon technologies and fuel switch",,"In force",2004,,,Unknown,Mitigation,https://www.hydrogen.energy.gov/,,,,,,
211001451,KOR,Annual,"Hydrogen and Fuel Cell Automobiles Research Republic of Korea (2003)","Hydrogen and Fuel Cell Automobiles Research",Country,,"Republic of Korea",,,"Research & Development and Deployment (RD&D), Institutional creation",Transport,,Renewables,,"In force",2003,,,Unknown,Mitigation,https://www.sciencedirect.com/science/article/abs/pii/S0360319922058554,,,,,,
211001452,USA,Annual,"Hydrogen and Fuel Cell Technologies (HFCT) United States of America (2005)","Hydrogen and Fuel Cell Technologies (HFCT)",Country,,"United States of America",,,"Information and education, Advice or aid in implementation, Information provision, Policy support, Research & Development and Deployment (RD&D), Demonstration project, Technology deployment and diffusion, Technology development","Electricity and heat, Transport",,"Other low-carbon technologies and fuel switch",,"In force",2005,,,Unknown,Mitigation,http://www.eere.energy.gov/hydrogenandfuelcells/,,,,,,
211001453,FRA,Sporadic,"Hydropower Revival Plan France (2009)","Hydropower Revival Plan",Country,,France,,,"Codes and standards, Infrastructure investments","Electricity and heat, Renewables",,Renewables,,"In force",2009,,,Unknown,Mitigation,https://www.iea.org/policies/4703-hydropower-revival-plan,07/02/2023,,,,,
211001454,BRA,Annual,"Ecological Sales Tax - ICMS Ecologico Brazil (1992)","Ecological Sales Tax - ICMS Ecologico",Country,,Brazil,,,"Energy and other taxes, Funds to sub-national governments","Agriculture and forestry","""PES scheme implemented in various Brazilian states (Parana, Sao Paulo, Mina Gerais, Rondonia, Amapa, Rio Grande do Sul, Mato Grosso, Mato Grosso do Sul, Pernambuco, Tocantins). This mechanism raises funds through a sales tax on all goods and services and then pays the money out to municipalities based on how many “conservation units” (protected areas) they maintain or the level of sanitation infrastructure present in the municipality. The aim is to compensate municipal governments for the tax revenue they lose when land is designated a protected area. It has an incentive effect, encouraging the designation of new conservation areas.""","Energy service demand reduction and resource efficiency, Non-energy use",,"In force",1992,,,Unknown,Mitigation,http://www.ecosystemmarketplace.com/pages/dynamic/article.page.php?page_id=6524&section=home,,,,,,
211001455,IND,Annual,"IGCB Green Homes Rating System India (2009)","IGCB Green Homes Rating System",Country,,India,,,"Performance label","Buildings, Heating and cooling, Hot water and cooking, Appliances",,"Energy efficiency",,"In force",2009,,,Unknown,Mitigation,https://globalgbc.org/wp-content/uploads/2022/07/067_igbcgreenhomesver-1-0-apr09.pdf,,,,,,
211001456,DEU,Annual,"IKK - Energy-Efficient Urban Refurbishment - Energy-efficient Redevelopment (IKK - Energetische Stadtsanierung - Energieeffizient Sanieren) Germany (2009)","IKK - Energy-Efficient Urban Refurbishment - Energy-efficient Redevelopment (IKK - Energetische Stadtsanierung - Energieeffizient Sanieren)",Country,,Germany,,,Loans,"Buildings, Heating and cooling",,"Energy efficiency",,"In force",2009,,,Unknown,Mitigation,https://energetische-stadtsanierung.info/en/energy-efficient-urban-redevelopment/public-funding/,,,,,,
211001457,JPN,Annual,"Intended Nationally Determined Contribution - INDC Japan (2015)","Intended Nationally Determined Contribution - INDC",Country,,Japan,,,"GHG reduction target, Political & non-binding GHG reduction target",General,"""Japan’s INDC towards post-2020 GHG emission reductions is at the level of a reduction of 26.0% by fiscal year (FY) 2030 compared to FY 2013 (25.4% reduction compared to FY 2005) (approximately 1.042 billion t-CO2 eq. as 2030 emissions), ensuring consistency with its energy mix, set as a feasible reduction target by bottom-up calculation with concrete policies, measures and individual technologies taking into adequate consideration, inter alia, technological and cost constraints, and set based on the amount of domestic emission reductions and removals assumed to be obtained.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch",,Superseded,2015,,2020,Unknown,Mitigation,http://www4.unfccc.int/submissions/INDC/Published%20Documents/Japan/1/20150717_Japan's%20INDC.pdf,,{{{Comments}}},"GHG emissions reduction (%)",26,2013,2030
211001459,ARG,Annual,"Intended Nationally Determined Contribution - INDC Argentina (2015)","Intended Nationally Determined Contribution - INDC",Country,,Argentina,,,"Political & non-binding GHG reduction target",General,"Unconditional: Reduce GHG emissions by 15% (below BAU) for the year 2030. ""La Argentina propone una meta de reducción de sus emisiones de GEI del 15% en el año 2030 con respecto a las emisiones proyectadas en su BAU al mismo año."" Conditional: Reduce GHG emissions by 30% (below BAU) for the year 2030. ""Una reducción de sus emisiones de GEIs del 30% en el año 2030 con respecto a las emisiones proyectadas en su BAU al mismo año""","Energy efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,Superseded,2015,,2020,High,Mitigation,https://www4.unfccc.int/sites/submissions/INDC/Published%20Documents/Argentina/1/INDC%20Argentina.pdf,,,,,,
211001460,BRA,Annual,"Intended Nationally Determined Contribution - INDC Brazil (2015)","Intended Nationally Determined Contribution - INDC",Country,,Brazil,,,"GHG reduction target, Political & non-binding GHG reduction target",General,"GHG Target - Reduce GHG by 37% below 2005 levels in 2025. - Subsequent indicative contribution: reduce greenhouse gas emissions by 43% below 2005 levels in 2030.
In land use change and forests:
- strengthening and enforcing the implementation of the Forest Code, at federal, state and municipal levels
- strengthening policies and measures with a view to achieve, in the Brazilian Amazonia, zero illegal deforestation by 2030 and compensating for greenhouse gas emissions from legal suppression of vegetation by 2030
- restoring and reforesting 12 million hectares of forests by 2030, for multiple purposes
- enhancing sustainable native forest management systems, through georeferencing and tracking systems applicable to native forest management, with a view to curbing illegal and unsustainable practices
Targets:
- zero illegal deforestation by 2030
- restoring and reforesting 12 million hectares of forests
- restoring an additional 15 million hectares of degraded pasturelands
Energy efficiency target: 10% efficiency gains in the electricity sector by 2030
-Biofuel target: Increasing the share of sustainable biofuels in the Brazilian energy mix to approximately 18% by 2030, by expanding biofuel consumption, increasing ethanol supply,including by increasing the share of advanced biofuels (second generation), and increasing the share of biodiesel in the diesel mix
Renewable energy targets:
- 45% of renewables in the energy mix by 2030.
- share of renewables (other than hydropower) in the power supply to 28-33% by 2030
- share of renewables in power supply at least 23% (excl. hydro)","Energy efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,Superseded,2015,2015,2020,High,Mitigation,http://www4.unfccc.int/submissions/INDC/Published%20Documents/Brazil/1/BRAZIL%20iNDC%20english%20FINAL.pdf,,{{{Comments}}},"GHG emissions reduction (%), GHG emissions reduction (%)","37, 43","2005, 2005","2025, 2030"
